Locality,Property_Type,Furnishing_Status,Area_SqFt,BHK_Size,Bathroom_Count,Balcony_Count,Property_Age,Region,Price_Lakhs
Taloja,Apartment,Semi-Furnished,760,3,3,0,8,Navi Mumbai,45.46
Wadala,Apartment,Unfurnished,390,1,1,1,6,Mumbai,112.62
Powai,Apartment,Unfurnished,552,1,1,2,12,Mumbai,167.8
Sewri,Apartment,Unfurnished,729,2,2,2,9,MMR,175.65
Matunga,Apartment,Unfurnished,676,2,2,1,10,MMR,234.36
Mahalaxmi,Apartment,Unfurnished,1045,3,3,2,3,MMR,521.3
Kandivali East,Apartment,Semi-Furnished,2036,5,5,1,17,Mumbai,245.71
Virar,Apartment,Fully Furnished,739,2,2,3,21,Vasai-Virar,38.76
Kanjurmarg,Apartment,Unfurnished,463,2,2,0,20,MMR,80.84
Malabar Hill,Apartment,Unfurnished,1410,4,4,2,36,MMR,807.01
Mumbra,Apartment,Fully Furnished,1707,5,5,3,2,Thane,86.79
Belapur,Apartment,Semi-Furnished,663,2,2,1,40,MMR,84.51
Andheri West,Apartment,Fully Furnished,639,2,2,2,3,Mumbai,250.01
Lokhandwala,Apartment,Unfurnished,1542,4,4,1,22,MMR,388.01
Thane West,Apartment,Unfurnished,435,1,1,2,15,Thane,50.32
Mulund West,Apartment,Fully Furnished,590,2,2,1,21,Mumbai,86.33
Colaba,Apartment,Unfurnished,443,1,1,1,3,MMR,227.02
Santacruz East,Apartment,Unfurnished,706,2,2,1,19,Mumbai,191.48
Ulwe,Apartment,Semi-Furnished,641,2,2,2,8,Navi Mumbai,56.91
Vikhroli,Apartment,Unfurnished,794,2,2,1,3,Mumbai,197.49
Dadar West,Apartment,Fully Furnished,710,2,2,1,14,MMR,191.93
Sion,Apartment,Unfurnished,1057,3,3,0,4,Mumbai,205.8
Mumbra,Apartment,Semi-Furnished,1014,4,4,1,16,Thane,45.98
Mulund East,Apartment,Unfurnished,1004,3,3,1,12,Mumbai,163.76
Ghatkopar East,Apartment,Semi-Furnished,1190,4,4,1,13,Mumbai,233.23
Mazgaon,Apartment,Semi-Furnished,304,1,1,0,2,MMR,112.49
Nerul,Apartment,Unfurnished,1130,4,4,1,8,Navi Mumbai,200.99
Sion,Apartment,Unfurnished,1068,3,3,0,10,Mumbai,276.13
Santacruz East,Apartment,Fully Furnished,419,1,1,1,15,Mumbai,145.82
Thane West,Apartment,Unfurnished,1019,3,3,1,17,Thane,100.02
Nala Sopara,Apartment,Unfurnished,708,3,3,2,21,Vasai-Virar,28.32
Colaba,Apartment,Unfurnished,667,2,2,1,21,MMR,401.02
Seawoods,Apartment,Fully Furnished,669,2,2,3,32,Navi Mumbai,83.54
Ghansoli,Apartment,Fully Furnished,738,2,2,2,5,Navi Mumbai,43.65
Panvel,Apartment,Semi-Furnished,768,2,2,1,17,Navi Mumbai,30.53
Dadar West,Apartment,Unfurnished,3062,5,5,2,23,MMR,1155.62
Bhandup,Apartment,Semi-Furnished,780,2,2,1,6,Mumbai,115.92
Walkeshwar,Apartment,Unfurnished,614,2,2,0,10,MMR,393.13
Kalyan,Apartment,Fully Furnished,899,3,3,2,14,Thane,47.21
Powai,Apartment,Fully Furnished,887,3,3,1,32,Mumbai,191.7
Mazgaon,Apartment,Unfurnished,525,2,2,1,15,MMR,158.76
Taloja,Apartment,Semi-Furnished,627,2,2,2,31,Navi Mumbai,29.76
Bandra West,Apartment,Semi-Furnished,724,2,2,2,2,Mumbai,496.07
Malabar Hill,Apartment,Unfurnished,579,2,2,2,3,MMR,444.67
Vikhroli,Apartment,Unfurnished,2695,5,5,1,9,Mumbai,364.7
Bandra East,Apartment,Unfurnished,856,3,3,3,6,Mumbai,341.0
Vasai,Apartment,Unfurnished,1707,4,4,0,16,Vasai-Virar,76.68
Chembur,Apartment,Fully Furnished,1679,4,4,1,27,Mumbai,331.42
Byculla,Apartment,Fully Furnished,839,3,3,0,10,Mumbai,355.24
Goregaon West,Apartment,Unfurnished,789,3,3,2,22,Mumbai,181.87
Seawoods,Apartment,Semi-Furnished,1378,4,4,1,7,Navi Mumbai,231.49
Cuffe Parade,Apartment,Semi-Furnished,2887,5,5,2,13,MMR,2858.73
Ghatkopar West,Apartment,Unfurnished,417,1,1,3,9,Mumbai,107.74
Vile Parle East,Apartment,Unfurnished,724,2,2,1,6,Mumbai,213.3
Bkc (Bandra-Kurla),Apartment,Semi-Furnished,635,2,2,3,3,MMR,459.02
Taloja,Apartment,Unfurnished,667,2,2,0,8,Navi Mumbai,25.56
Wadala,Apartment,Unfurnished,1889,4,4,2,9,Mumbai,547.53
Juhu,Apartment,Semi-Furnished,1298,4,4,0,25,Mumbai,604.21
Panvel,Apartment,Semi-Furnished,767,3,3,2,2,Navi Mumbai,42.16
Malad East,Apartment,Fully Furnished,2801,5,5,1,40,Mumbai,440.43
Andheri East,Apartment,Unfurnished,678,2,2,0,15,Mumbai,141.56
Oshiwara,Apartment,Semi-Furnished,804,3,3,1,9,MMR,173.63
Goregaon East,Apartment,Fully Furnished,436,1,1,1,18,Mumbai,88.64
Borivali West,Apartment,Semi-Furnished,604,2,2,1,5,Mumbai,87.86
Ghansoli,Apartment,Unfurnished,323,1,1,1,40,Navi Mumbai,22.7
Borivali East,Apartment,Fully Furnished,499,2,2,2,8,Mumbai,102.05
Malad East,Apartment,Unfurnished,632,2,2,1,12,Mumbai,87.08
Pedder Road,Apartment,Fully Furnished,850,3,3,2,35,MMR,643.24
Versova,Apartment,Semi-Furnished,1141,3,3,2,7,MMR,353.39
Thane East,Apartment,Fully Furnished,463,1,1,2,20,Thane,46.77
Oshiwara,Apartment,Unfurnished,558,2,2,3,17,MMR,153.22
Belapur,Apartment,Unfurnished,364,1,1,1,19,MMR,33.68
Kandivali East,Apartment,Fully Furnished,723,2,2,0,8,Mumbai,116.91
Kandivali West,Apartment,Semi-Furnished,1627,4,4,0,2,Mumbai,264.06
Khar West,Apartment,Fully Furnished,601,2,2,1,17,MMR,299.95
Kalwa,Apartment,Unfurnished,1499,4,4,2,9,Thane,105.33
Chembur,Apartment,Unfurnished,670,2,2,1,2,Mumbai,143.28
Mazgaon,Apartment,Semi-Furnished,444,1,1,1,40,MMR,152.15
Virar,Apartment,Fully Furnished,2925,5,5,1,5,Vasai-Virar,104.26
Bandra East,Apartment,Semi-Furnished,432,1,1,3,4,Mumbai,173.55
Kalyan,Apartment,Unfurnished,572,2,2,0,18,Thane,24.55
Vikhroli,Apartment,Unfurnished,743,2,2,1,3,Mumbai,144.21
Goregaon East,Apartment,Unfurnished,748,2,2,1,4,Mumbai,127.8
Mazgaon,Apartment,Fully Furnished,667,2,2,3,8,MMR,188.63
Ghansoli,Apartment,Unfurnished,764,2,2,2,3,Navi Mumbai,69.56
Thane West,Apartment,Unfurnished,804,3,3,2,10,Thane,82.6
Vile Parle East,Apartment,Unfurnished,1352,4,4,1,40,Mumbai,394.04
Ghansoli,Apartment,Unfurnished,414,1,1,0,11,Navi Mumbai,44.65
Breach Candy,Apartment,Unfurnished,2367,5,5,2,4,MMR,1352.78
Ulwe,Apartment,Unfurnished,1371,4,4,3,13,Navi Mumbai,93.46
Oshiwara,Apartment,Semi-Furnished,450,1,1,1,13,MMR,117.12
Dahisar,Apartment,Unfurnished,2875,5,5,1,37,Mumbai,391.88
Santacruz East,Apartment,Unfurnished,964,3,3,2,22,Mumbai,200.99
Panvel,Apartment,Semi-Furnished,403,1,1,2,13,Navi Mumbai,27.21
Sanpada,Apartment,Unfurnished,737,2,2,1,8,Navi Mumbai,68.57
Thane West,Apartment,Fully Furnished,449,1,1,2,15,Thane,52.17
Oshiwara,Apartment,Unfurnished,731,2,2,0,26,MMR,200.2
Walkeshwar,Apartment,Unfurnished,1506,4,4,1,6,MMR,1008.44
Sewri,Apartment,Fully Furnished,1500,4,4,3,19,MMR,420.65
Malad East,Apartment,Unfurnished,647,2,2,1,18,Mumbai,92.71
Mulund West,Apartment,Unfurnished,1158,3,3,0,7,Mumbai,215.05
Borivali West,Apartment,Fully Furnished,428,1,1,0,9,Mumbai,72.79
Bhayandar,Apartment,Unfurnished,1001,3,3,2,9,Mira-Bhayandar,66.29
Vasai,Apartment,Semi-Furnished,567,3,3,2,19,Vasai-Virar,24.31
Vasai,Apartment,Unfurnished,892,2,2,1,2,Vasai-Virar,36.7
Byculla,Apartment,Fully Furnished,885,3,3,1,20,Mumbai,305.6
Vile Parle West,Apartment,Unfurnished,707,3,3,1,20,Mumbai,271.28
Virar,Apartment,Unfurnished,843,3,3,0,4,Vasai-Virar,37.32
Goregaon West,Apartment,Unfurnished,1010,3,3,1,2,Mumbai,179.18
Cuffe Parade,Apartment,Unfurnished,1276,4,4,1,6,MMR,846.26
Borivali East,Apartment,Semi-Furnished,506,1,1,1,9,Mumbai,69.96
Ghatkopar East,Apartment,Unfurnished,643,2,2,1,16,Mumbai,103.55
Santacruz East,Apartment,Semi-Furnished,1276,4,4,0,30,Mumbai,315.97
Powai,Apartment,Semi-Furnished,712,2,2,2,2,Mumbai,228.56
Santacruz West,Apartment,Unfurnished,392,1,1,3,19,Mumbai,147.29
Mumbra,Apartment,Unfurnished,616,2,2,1,4,Thane,26.72
Kopar Khairane,Apartment,Unfurnished,600,2,2,1,11,MMR,58.52
Dombivli,Apartment,Unfurnished,1356,4,4,2,8,Thane,67.23
Mumbra,Apartment,Unfurnished,667,2,2,1,8,Thane,43.28
Bandra East,Apartment,Unfurnished,554,2,2,1,3,Mumbai,230.61
Bkc (Bandra-Kurla),Apartment,Semi-Furnished,970,3,3,1,7,MMR,788.18
Colaba,Apartment,Unfurnished,929,3,3,1,19,MMR,477.92
Versova,Apartment,Fully Furnished,505,1,1,1,5,MMR,196.06
Bandra East,Apartment,Unfurnished,695,2,2,1,27,Mumbai,311.05
Ulwe,Apartment,Unfurnished,610,2,2,1,9,Navi Mumbai,36.35
Bandra East,Apartment,Unfurnished,724,2,2,1,25,Mumbai,234.9
Bandra West,Apartment,Unfurnished,1026,4,4,2,36,Mumbai,656.79
Kharghar,Apartment,Fully Furnished,475,1,1,1,3,Navi Mumbai,47.15
Kurla West,Apartment,Unfurnished,732,2,2,1,6,MMR,161.84
Nariman Point,Apartment,Fully Furnished,2420,5,5,2,11,MMR,1772.02
Khar West,Apartment,Unfurnished,1026,4,4,2,6,MMR,573.17
Thane West,Apartment,Fully Furnished,437,1,1,2,12,Thane,59.45
Oshiwara,Apartment,Unfurnished,424,2,2,0,6,MMR,105.61
Sanpada,Apartment,Fully Furnished,937,3,3,2,10,Navi Mumbai,100.8
Mira Road,Apartment,Unfurnished,701,2,2,1,6,Mira-Bhayandar,49.9
Borivali West,Apartment,Unfurnished,878,3,3,1,4,Mumbai,125.61
Walkeshwar,Apartment,Unfurnished,672,2,2,1,23,MMR,389.9
Borivali West,Apartment,Unfurnished,1267,3,3,2,12,Mumbai,191.37
Pedder Road,Apartment,Semi-Furnished,2155,5,5,1,15,MMR,1414.92
Dombivli,Apartment,Semi-Furnished,2690,5,5,1,6,Thane,154.03
Kandivali West,Apartment,Fully Furnished,696,3,3,3,6,Mumbai,139.12
Ambernath,Apartment,Fully Furnished,2243,5,5,3,10,Thane,109.05
Pedder Road,Apartment,Semi-Furnished,688,2,2,2,11,MMR,525.68
Vashi,Apartment,Unfurnished,899,3,3,2,21,Navi Mumbai,122.49
Parel,Apartment,Fully Furnished,718,2,2,1,4,Mumbai,306.85
Ulwe,Apartment,Fully Furnished,892,3,3,1,35,Navi Mumbai,68.29
Nariman Point,Apartment,Semi-Furnished,757,2,2,1,12,MMR,567.04
Kandivali East,Apartment,Unfurnished,1620,4,4,2,34,Mumbai,228.73
Bkc (Bandra-Kurla),Apartment,Unfurnished,638,2,2,2,18,MMR,383.2
Kharghar,Apartment,Semi-Furnished,414,1,1,1,40,Navi Mumbai,45.17
Worli,Apartment,Semi-Furnished,969,3,3,1,4,Mumbai,640.93
Kalyan,Apartment,Semi-Furnished,955,3,3,1,6,Thane,50.45
Dahisar,Apartment,Unfurnished,427,1,1,1,2,Mumbai,46.09
Cuffe Parade,Apartment,Semi-Furnished,1032,3,3,2,26,MMR,530.48
Vile Parle West,Apartment,Unfurnished,1000,3,3,2,8,Mumbai,425.61
Manpada,Apartment,Fully Furnished,649,2,2,1,20,MMR,65.43
Panvel,Apartment,Unfurnished,533,2,2,2,2,Navi Mumbai,41.08
Oshiwara,Apartment,Semi-Furnished,1071,3,3,1,16,MMR,344.68
Badlapur,Apartment,Semi-Furnished,708,2,2,1,14,Thane,25.41
Borivali East,Apartment,Fully Furnished,884,3,3,1,3,Mumbai,107.68
Sewri,Apartment,Semi-Furnished,531,2,2,1,33,MMR,128.39
Bkc (Bandra-Kurla),Apartment,Unfurnished,2131,5,5,1,3,MMR,1437.08
Kandivali West,Apartment,Fully Furnished,1072,3,3,2,3,Mumbai,205.33
Dahisar,Apartment,Unfurnished,861,3,3,1,7,Mumbai,127.03
Ghatkopar West,Apartment,Unfurnished,814,2,2,1,7,Mumbai,139.06
Vile Parle East,Apartment,Unfurnished,708,2,2,1,18,Mumbai,185.36
Kanjurmarg,Apartment,Unfurnished,469,2,2,2,4,MMR,66.64
Santacruz East,Apartment,Unfurnished,1018,3,3,1,19,Mumbai,278.24
Worli,Apartment,Fully Furnished,1375,4,4,1,10,Mumbai,1178.85
Powai,Apartment,Fully Furnished,479,1,1,3,22,Mumbai,164.31
Malabar Hill,Apartment,Semi-Furnished,679,2,2,2,14,MMR,546.32
Ghatkopar West,Apartment,Fully Furnished,1460,4,4,1,3,Mumbai,327.66
Ambernath,Apartment,Unfurnished,662,2,2,1,5,Thane,24.99
Naigaon,Apartment,Unfurnished,1724,4,4,2,11,Vasai-Virar,63.77
Andheri East,Apartment,Unfurnished,855,3,3,2,24,Mumbai,139.38
Sanpada,Apartment,Fully Furnished,787,2,2,1,21,Navi Mumbai,128.27
Kopar Khairane,Apartment,Unfurnished,422,1,1,2,17,MMR,38.43
Pedder Road,Apartment,Unfurnished,615,2,2,1,19,MMR,413.65
Mira Road,Apartment,Unfurnished,1011,3,3,1,2,Mira-Bhayandar,95.44
Prabhadevi,Apartment,Semi-Furnished,768,5,5,1,8,Mumbai,475.74
Naigaon,Apartment,Unfurnished,1666,4,4,0,16,Vasai-Virar,80.03
Lokhandwala,Apartment,Unfurnished,616,2,2,2,3,MMR,188.13
Byculla,Apartment,Semi-Furnished,709,2,2,1,9,Mumbai,325.82
Malad East,Apartment,Semi-Furnished,1192,3,3,1,33,Mumbai,177.16
Badlapur,Apartment,Fully Furnished,1030,3,3,1,5,Thane,42.96
Lokhandwala,Apartment,Unfurnished,726,2,2,1,2,MMR,219.62
Vasai,Apartment,Unfurnished,988,3,3,2,9,Vasai-Virar,47.29
Mulund West,Apartment,Unfurnished,673,2,2,1,9,Mumbai,123.26
Nerul,Apartment,Unfurnished,611,2,2,2,12,Navi Mumbai,82.05
Sanpada,Apartment,Fully Furnished,2397,5,5,0,14,Navi Mumbai,298.07
Borivali East,Apartment,Semi-Furnished,579,2,2,1,12,Mumbai,91.22
Nala Sopara,Apartment,Unfurnished,1009,3,3,2,10,Vasai-Virar,33.94
Santacruz West,Apartment,Unfurnished,585,2,2,3,9,Mumbai,306.68
Marine Drive,Apartment,Semi-Furnished,1341,4,4,2,29,MMR,987.63
Mira Road,Apartment,Unfurnished,1335,4,4,1,12,Mira-Bhayandar,106.51
Thane East,Apartment,Unfurnished,1535,4,4,1,19,Thane,83.21
Naigaon,Apartment,Unfurnished,644,2,2,2,9,Vasai-Virar,26.39
Borivali West,Apartment,Unfurnished,881,3,3,1,6,Mumbai,143.83
Thane West,Apartment,Fully Furnished,767,2,2,1,25,Thane,105.86
Sion,Apartment,Unfurnished,776,2,2,3,15,Mumbai,147.22
Sion,Apartment,Fully Furnished,703,2,2,3,18,Mumbai,165.1
Belapur,Apartment,Semi-Furnished,364,1,1,3,8,MMR,46.13
Panvel,Apartment,Semi-Furnished,631,2,2,1,13,Navi Mumbai,46.0
Andheri West,Apartment,Semi-Furnished,607,3,3,1,31,Mumbai,189.4
Parel,Apartment,Unfurnished,362,1,1,2,4,Mumbai,203.03
Kandivali West,Apartment,Unfurnished,1352,4,4,1,14,Mumbai,189.75
Kalwa,Apartment,Semi-Furnished,430,1,1,1,17,Thane,30.65
Borivali East,Apartment,Unfurnished,472,1,1,1,6,Mumbai,57.37
Bkc (Bandra-Kurla),Apartment,Fully Furnished,1295,4,4,0,17,MMR,1146.29
Kalyan,Apartment,Unfurnished,1615,4,4,1,13,Thane,93.79
Mulund West,Apartment,Semi-Furnished,422,1,1,2,4,Mumbai,102.3
Nala Sopara,Apartment,Unfurnished,610,2,2,0,24,Vasai-Virar,22.29
Goregaon East,Apartment,Fully Furnished,475,1,1,1,19,Mumbai,102.37
Borivali East,Apartment,Unfurnished,751,2,2,2,22,Mumbai,92.38
Mahalaxmi,Apartment,Semi-Furnished,436,1,1,2,4,MMR,245.74
Khar West,Apartment,Fully Furnished,1507,4,4,2,39,MMR,873.66
Bhayandar,Apartment,Unfurnished,1409,4,4,1,4,Mira-Bhayandar,92.63
Sion,Apartment,Fully Furnished,919,3,3,1,20,Mumbai,218.06
Ghatkopar East,Apartment,Unfurnished,640,2,2,2,25,Mumbai,128.07
Mulund West,Apartment,Unfurnished,814,3,3,0,2,Mumbai,132.23
Kandivali East,Apartment,Semi-Furnished,493,2,2,0,17,Mumbai,64.22
Lokhandwala,Apartment,Unfurnished,785,3,3,3,11,MMR,214.12
Kandivali East,Apartment,Fully Furnished,1229,4,4,2,29,Mumbai,165.42
Sewri,Apartment,Unfurnished,912,3,3,3,26,MMR,242.32
Belapur,Apartment,Fully Furnished,551,2,2,2,13,MMR,74.5
Sewri,Apartment,Unfurnished,555,2,2,2,2,MMR,156.28
Ghatkopar West,Apartment,Semi-Furnished,470,2,2,2,10,Mumbai,103.67
Ghansoli,Apartment,Semi-Furnished,621,2,2,2,4,Navi Mumbai,52.91
Parel,Apartment,Semi-Furnished,602,2,2,1,7,Mumbai,263.61
Kandivali West,Apartment,Semi-Furnished,1023,3,3,1,6,Mumbai,189.73
Ghatkopar West,Apartment,Semi-Furnished,1666,4,4,1,15,Mumbai,404.12
Kharghar,Apartment,Unfurnished,723,2,2,1,22,Navi Mumbai,66.54
Oshiwara,Apartment,Unfurnished,774,2,2,1,13,MMR,194.17
Ghodbunder Road,Apartment,Fully Furnished,943,3,3,2,2,MMR,75.17
Bhayandar,Apartment,Unfurnished,897,3,3,0,2,Mira-Bhayandar,88.52
Kharghar,Apartment,Unfurnished,961,3,3,1,21,Navi Mumbai,84.19
Kharghar,Apartment,Unfurnished,2282,5,5,2,12,Navi Mumbai,299.42
Bhandup,Apartment,Unfurnished,693,2,2,2,15,Mumbai,95.54
Andheri West,Apartment,Semi-Furnished,864,3,3,1,4,Mumbai,255.96
Bhayandar,Apartment,Unfurnished,453,1,1,2,22,Mira-Bhayandar,32.33
Thane East,Apartment,Semi-Furnished,668,2,2,2,9,Thane,50.81
Bkc (Bandra-Kurla),Apartment,Unfurnished,2049,5,5,1,24,MMR,1596.5
Powai,Apartment,Unfurnished,358,1,1,2,4,Mumbai,97.42
Chembur,Apartment,Unfurnished,687,2,2,2,12,Mumbai,152.64
Ambernath,Apartment,Unfurnished,1052,3,3,1,6,Thane,41.0
Byculla,Apartment,Semi-Furnished,978,3,3,1,22,Mumbai,338.72
Bkc (Bandra-Kurla),Apartment,Semi-Furnished,1072,3,3,2,21,MMR,641.88
Borivali West,Apartment,Semi-Furnished,437,2,2,1,6,Mumbai,72.78
Walkeshwar,Apartment,Semi-Furnished,2191,5,5,0,11,MMR,1314.53
Bandra West,Apartment,Fully Furnished,2830,5,5,1,16,Mumbai,1467.25
Borivali East,Apartment,Semi-Furnished,1607,4,4,2,22,Mumbai,265.69
Lokhandwala,Apartment,Fully Furnished,665,2,2,1,37,MMR,185.18
Andheri West,Apartment,Fully Furnished,328,1,1,2,9,Mumbai,120.41
Mahalaxmi,Apartment,Semi-Furnished,533,1,1,0,18,MMR,278.04
Lokhandwala,Apartment,Fully Furnished,356,1,1,1,27,MMR,116.51
Oshiwara,Apartment,Semi-Furnished,309,1,1,1,10,MMR,96.07
Pedder Road,Apartment,Fully Furnished,2628,5,5,2,4,MMR,1956.7
Lower Parel,Apartment,Semi-Furnished,1043,3,3,1,9,Mumbai,460.7
Goregaon East,Apartment,Fully Furnished,755,2,2,1,10,Mumbai,133.63
Matunga,Apartment,Semi-Furnished,871,2,2,1,3,MMR,242.68
Lower Parel,Apartment,Unfurnished,616,2,2,1,21,Mumbai,197.72
Lower Parel,Apartment,Semi-Furnished,756,2,2,1,15,Mumbai,393.41
Airoli,Apartment,Unfurnished,797,3,3,2,3,Navi Mumbai,72.84
Wadala,Apartment,Unfurnished,957,3,3,1,17,Mumbai,329.85
Pedder Road,Apartment,Unfurnished,588,2,2,1,6,MMR,426.33
Wadala,Apartment,Fully Furnished,560,2,2,1,2,Mumbai,301.74
Vile Parle East,Apartment,Semi-Furnished,829,2,2,1,35,Mumbai,246.75
Kandivali West,Apartment,Semi-Furnished,919,3,3,1,20,Mumbai,140.79
Kandivali West,Apartment,Unfurnished,765,2,2,2,2,Mumbai,137.27
Lokhandwala,Apartment,Unfurnished,725,2,2,0,3,MMR,187.3
Juhu,Apartment,Unfurnished,442,1,1,1,26,Mumbai,228.71
Khar West,Apartment,Unfurnished,947,3,3,1,18,MMR,591.74
Thane West,Apartment,Unfurnished,757,3,3,1,6,Thane,84.76
Dombivli,Apartment,Semi-Furnished,689,2,2,1,2,Thane,40.92
Vile Parle East,Apartment,Unfurnished,532,2,2,1,11,Mumbai,148.14
Borivali West,Apartment,Unfurnished,551,2,2,1,8,Mumbai,71.23
Mulund West,Apartment,Semi-Furnished,680,2,2,1,4,Mumbai,68.01
Nariman Point,Apartment,Fully Furnished,308,1,1,1,13,MMR,209.93
Panvel,Apartment,Unfurnished,400,1,1,3,8,Navi Mumbai,27.75
Badlapur,Apartment,Unfurnished,1001,3,3,1,8,Thane,32.68
Mazgaon,Apartment,Unfurnished,379,1,1,1,10,MMR,104.83
Worli,Apartment,Unfurnished,555,2,2,2,17,Mumbai,292.94
Bandra West,Apartment,Unfurnished,957,3,3,0,21,Mumbai,524.71
Kurla West,Apartment,Unfurnished,1003,3,3,1,4,MMR,189.93
Andheri East,Apartment,Semi-Furnished,451,1,1,1,11,Mumbai,103.71
Santacruz East,Apartment,Fully Furnished,370,1,1,1,19,Mumbai,116.94
Matunga,Apartment,Unfurnished,672,2,2,2,6,MMR,180.8
Thane West,Apartment,Semi-Furnished,425,1,1,1,18,Thane,52.52
Kanjurmarg,Apartment,Fully Furnished,1917,5,5,2,10,MMR,355.49
Dombivli,Apartment,Unfurnished,922,3,3,3,9,Thane,39.15
Mazgaon,Apartment,Unfurnished,936,3,3,1,3,MMR,279.37
Bkc (Bandra-Kurla),Apartment,Unfurnished,728,2,2,2,2,MMR,431.34
Mahalaxmi,Apartment,Semi-Furnished,1089,3,3,2,10,MMR,707.6
Oshiwara,Apartment,Unfurnished,429,1,1,1,9,MMR,75.28
Kandivali West,Apartment,Unfurnished,781,2,2,2,4,Mumbai,126.3
Lower Parel,Apartment,Unfurnished,607,2,2,1,21,Mumbai,294.49
Airoli,Apartment,Unfurnished,567,2,2,3,10,Navi Mumbai,71.22
Thane West,Apartment,Semi-Furnished,746,2,2,2,35,Thane,72.59
Bandra East,Apartment,Semi-Furnished,624,2,2,1,18,Mumbai,310.8
Nariman Point,Apartment,Unfurnished,994,3,3,1,16,MMR,516.12
Ghatkopar West,Apartment,Unfurnished,486,1,1,1,12,Mumbai,83.0
Manpada,Apartment,Fully Furnished,359,1,1,2,13,MMR,20.84
Khar West,Apartment,Unfurnished,941,3,3,1,12,MMR,494.1
Mazgaon,Apartment,Unfurnished,746,2,2,3,11,MMR,311.23
Cuffe Parade,Apartment,Semi-Furnished,745,3,3,1,13,MMR,404.35
Cuffe Parade,Apartment,Unfurnished,730,2,2,3,7,MMR,466.42
Kanjurmarg,Apartment,Unfurnished,558,2,2,1,35,MMR,83.16
Cuffe Parade,Apartment,Fully Furnished,907,3,3,2,28,MMR,832.72
Colaba,Apartment,Unfurnished,816,2,2,1,18,MMR,432.31
Vikhroli,Apartment,Semi-Furnished,1449,4,4,2,21,Mumbai,218.69
Santacruz East,Apartment,Unfurnished,1138,3,3,2,19,Mumbai,273.49
Kurla East,Apartment,Semi-Furnished,360,1,1,1,2,MMR,52.83
Vasai,Apartment,Fully Furnished,442,1,1,1,2,Vasai-Virar,20.33
Dahisar,Apartment,Unfurnished,994,3,3,2,38,Mumbai,95.68
Bandra West,Apartment,Fully Furnished,720,3,3,2,28,Mumbai,492.59
Worli,Apartment,Fully Furnished,812,3,3,1,5,Mumbai,651.77
Malad East,Apartment,Semi-Furnished,448,1,1,1,12,Mumbai,50.27
Borivali West,Apartment,Unfurnished,861,3,3,1,7,Mumbai,113.13
Goregaon East,Apartment,Semi-Furnished,640,2,2,1,33,Mumbai,132.02
Goregaon East,Apartment,Fully Furnished,1941,5,5,3,3,Mumbai,371.98
Pedder Road,Apartment,Unfurnished,679,2,2,1,2,MMR,527.03
Chembur,Apartment,Semi-Furnished,883,3,3,2,34,Mumbai,192.32
Malad East,Apartment,Unfurnished,942,3,3,1,2,Mumbai,110.39
Mulund West,Apartment,Unfurnished,334,1,1,1,7,Mumbai,52.04
Oshiwara,Apartment,Semi-Furnished,1601,4,4,1,3,MMR,469.82
Airoli,Apartment,Unfurnished,691,2,2,1,11,Navi Mumbai,74.62
Vikhroli,Apartment,Fully Furnished,2707,5,5,1,10,Mumbai,399.9
Taloja,Apartment,Unfurnished,594,2,2,3,17,Navi Mumbai,30.78
Kharghar,Apartment,Unfurnished,1377,4,4,1,3,Navi Mumbai,110.85
Nala Sopara,Apartment,Unfurnished,696,2,2,1,12,Vasai-Virar,26.61
Kandivali East,Apartment,Semi-Furnished,971,3,3,1,8,Mumbai,96.2
Matunga,Apartment,Unfurnished,1752,4,4,1,18,MMR,434.97
Worli,Apartment,Unfurnished,1898,5,5,3,13,Mumbai,1373.16
Dadar East,Apartment,Unfurnished,914,3,3,1,31,MMR,268.09
Oshiwara,Apartment,Unfurnished,795,3,3,0,7,MMR,168.31
Seawoods,Apartment,Semi-Furnished,3263,5,5,2,4,Navi Mumbai,267.51
Andheri West,Apartment,Unfurnished,543,2,2,1,2,Mumbai,163.82
Pedder Road,Apartment,Unfurnished,602,2,2,1,15,MMR,429.16
Dombivli,Apartment,Fully Furnished,752,2,2,1,21,Thane,50.26
Dahisar,Apartment,Unfurnished,778,3,3,1,3,Mumbai,91.26
Panvel,Apartment,Semi-Furnished,354,1,1,1,11,Navi Mumbai,20.61
Bkc (Bandra-Kurla),Apartment,Unfurnished,926,3,3,1,12,MMR,557.5
Goregaon East,Apartment,Unfurnished,574,2,2,1,9,Mumbai,106.2
Ghansoli,Apartment,Semi-Furnished,484,1,1,1,5,Navi Mumbai,49.73
Juhu,Apartment,Fully Furnished,1470,4,4,2,5,Mumbai,929.92
Vile Parle West,Apartment,Unfurnished,735,2,2,2,6,Mumbai,241.41
Malabar Hill,Apartment,Semi-Furnished,2514,5,5,1,33,MMR,1816.2
Pedder Road,Apartment,Unfurnished,1003,3,3,1,5,MMR,658.06
Kopar Khairane,Apartment,Semi-Furnished,833,2,2,0,40,MMR,78.05
Wadala,Apartment,Fully Furnished,1474,4,4,2,13,Mumbai,427.68
Bkc (Bandra-Kurla),Apartment,Semi-Furnished,785,2,2,1,13,MMR,553.26
Santacruz East,Apartment,Unfurnished,750,2,2,3,12,Mumbai,210.2
Kurla West,Apartment,Semi-Furnished,489,1,1,1,5,MMR,98.21
Parel,Apartment,Unfurnished,535,2,2,1,6,Mumbai,196.95
